Country,Limiting Magnitude,Date,Latitude_x,Longitude_x,Latitude_y,Longitude_y,Park
United States - Wisconsin,4,2009-03-18,32.2575,-111.071,32.2967,-111.167,Saguaro National Park
United States - Arizona,6,2012-01-17,32.3949,-111.024,32.2967,-111.167,Saguaro National Park
United States - Arkansas,3,2012-01-18,32.3949,-111.024,32.2967,-111.167,Saguaro National Park
United States - California,6,2010-03-10,32.3949,-111.024,32.2967,-111.167,Saguaro National Park
United States - Colorado,5,2011-03-04,32.3949,-111.024,32.2967,-111.167,Saguaro National Park
United States - Connecticut,4,2009-03-21,32.3949,-111.024,32.2967,-111.167,Saguaro National Park
United States - Florida,5,2016-07-23,32.3949,-111.024,32.2967,-111.167,Saguaro National Park
United States - Georgia,3,2016-01-29,32.3949,-111.024,32.2967,-111.167,Saguaro National Park
United States - Illinois,4,2016-03-11,32.3949,-111.024,32.2967,-111.167,Saguaro National Park
United States - Indiana,4,2009-03-19,32.3949,-111.024,32.2967,-111.167,Saguaro National Park
United States - Iowa,1,2012-03-20,32.3949,-111.024,32.2967,-111.167,Saguaro National Park
United States - Kansas,3,2016-07-05,32.3949,-111.024,32.2967,-111.167,Saguaro National Park
United States - Louisiana,2,2017-07-20,32.3949,-111.024,32.2967,-111.167,Saguaro National Park
United States - Maine,4,2008-02-28,32.3949,-111.024,32.2967,-111.167,Saguaro National Park
United States - Maryland,3,2007-03-20,32.3949,-111.024,32.2967,-111.167,Saguaro National Park
United States - Massachusetts,4,2012-03-21,32.3949,-111.024,32.2967,-111.167,Saguaro National Park
United States - Michigan,5,2010-03-12,32.3949,-111.024,32.2967,-111.167,Saguaro National Park
United States - Missouri,3,2007-03-16,32.3949,-111.024,32.2967,-111.167,Saguaro National Park
United States - Nevada,3,2012-04-19,32.3949,-111.024,32.2967,-111.167,Saguaro National Park
United States - New Hampshire,3,2016-02-05,32.3949,-111.024,32.2967,-111.167,Saguaro National Park
United States - New Jersey,4,2008-02-28,32.3949,-111.024,32.2967,-111.167,Saguaro National Park
United States - New Mexico,2,2018-05-10,32.3949,-111.024,32.2967,-111.167,Saguaro National Park
United States - New York,4,2011-03-22,32.3949,-111.024,32.2967,-111.167,Saguaro National Park
United States - North Carolina,5,2016-01-17,32.3949,-111.024,32.2967,-111.167,Saguaro National Park
United States - Ohio,4,2009-03-26,32.3949,-111.024,32.2967,-111.167,Saguaro National Park
United States - Oklahoma,5,2009-03-26,32.3949,-111.024,32.2967,-111.167,Saguaro National Park
United States - Oregon,3,2011-02-22,32.3949,-111.024,32.2967,-111.167,Saguaro National Park
United States - Pennsylvania,5,2010-03-06,32.3949,-111.024,32.2967,-111.167,Saguaro National Park
United States - South Carolina,4,2008-02-25,32.3949,-111.024,32.2967,-111.167,Saguaro National Park
United States - Tennessee,1,2010-03-08,32.3949,-111.024,32.2967,-111.167,Saguaro National Park
United States - Texas,6,2010-03-04,32.3949,-111.024,32.2967,-111.167,Saguaro National Park
United States - Virginia,5,2007-03-14,32.3949,-111.024,32.2967,-111.167,Saguaro National Park
United States - Washington,3,2008-03-08,32.3949,-111.024,32.2967,-111.167,Saguaro National Park
United States - Wisconsin,4,2006-03-28,32.3949,-111.024,32.2967,-111.167,Saguaro National Park
United States - Arizona,6,2011-02-27,32.2106,-110.883,32.2967,-111.167,Saguaro National Park
United States - Arkansas,3,2011-02-23,32.2106,-110.883,32.2967,-111.167,Saguaro National Park
United States - California,6,2010-03-07,32.2106,-110.883,32.2967,-111.167,Saguaro National Park
United States - Colorado,5,2011-03-04,32.2106,-110.883,32.2967,-111.167,Saguaro National Park
United States - Connecticut,4,2009-03-21,32.2106,-110.883,32.2967,-111.167,Saguaro National Park
United States - Florida,5,2016-08-08,32.2106,-110.883,32.2967,-111.167,Saguaro National Park
United States - Georgia,3,2016-01-29,32.2106,-110.883,32.2967,-111.167,Saguaro National Park
United States - Illinois,4,2014-12-11,32.2106,-110.883,32.2967,-111.167,Saguaro National Park
United States - Indiana,4,2009-03-19,32.2106,-110.883,32.2967,-111.167,Saguaro National Park
United States - Iowa,1,2012-04-20,32.2106,-110.883,32.2967,-111.167,Saguaro National Park
United States - Kansas,3,2018-03-17,32.2106,-110.883,32.2967,-111.167,Saguaro National Park
United States - Louisiana,2,2017-11-14,32.2106,-110.883,32.2967,-111.167,Saguaro National Park
United States - Maine,4,2008-02-28,32.2106,-110.883,32.2967,-111.167,Saguaro National Park
United States - Maryland,3,2007-03-20,32.2106,-110.883,32.2967,-111.167,Saguaro National Park
United States - Massachusetts,4,2012-03-20,32.2106,-110.883,32.2967,-111.167,Saguaro National Park
United States - Michigan,5,2010-03-12,32.2106,-110.883,32.2967,-111.167,Saguaro National Park
United States - Missouri,3,2007-03-16,32.2106,-110.883,32.2967,-111.167,Saguaro National Park
United States - Nevada,3,2012-04-19,32.2106,-110.883,32.2967,-111.167,Saguaro National Park
United States - New Hampshire,3,2016-02-06,32.2106,-110.883,32.2967,-111.167,Saguaro National Park
United States - New Jersey,4,2008-02-28,32.2106,-110.883,32.2967,-111.167,Saguaro National Park
United States - New Mexico,2,2009-03-28,32.2106,-110.883,32.2967,-111.167,Saguaro National Park
United States - New York,4,2011-03-25,32.2106,-110.883,32.2967,-111.167,Saguaro National Park
United States - North Carolina,5,2016-02-08,32.2106,-110.883,32.2967,-111.167,Saguaro National Park
United States - Ohio,4,2009-03-27,32.2106,-110.883,32.2967,-111.167,Saguaro National Park
United States - Oklahoma,5,2009-03-26,32.2106,-110.883,32.2967,-111.167,Saguaro National Park
United States - Oregon,3,2011-02-22,32.2106,-110.883,32.2967,-111.167,Saguaro National Park
United States - Pennsylvania,5,2010-03-06,32.2106,-110.883,32.2967,-111.167,Saguaro National Park
United States - South Carolina,4,2008-02-25,32.2106,-110.883,32.2967,-111.167,Saguaro National Park
United States - Tennessee,1,2010-03-08,32.2106,-110.883,32.2967,-111.167,Saguaro National Park
United States - Texas,6,2010-03-10,32.2106,-110.883,32.2967,-111.167,Saguaro National Park
United States - Virginia,5,2009-03-24,32.2106,-110.883,32.2967,-111.167,Saguaro National Park
United States - Washington,3,2007-03-21,32.2106,-110.883,32.2967,-111.167,Saguaro National Park
United States - Wisconsin,4,2014-05-28,32.2106,-110.883,32.2967,-111.167,Saguaro National Park
United States - Arizona,6,2011-02-25,32.2353,-110.824,32.2967,-111.167,Saguaro National Park
United States - Arkansas,3,2011-02-25,32.2353,-110.824,32.2967,-111.167,Saguaro National Park
United States - California,6,2014-11-18,32.2353,-110.824,32.2967,-111.167,Saguaro National Park
United States - Colorado,5,2011-03-01,32.2353,-110.824,32.2967,-111.167,Saguaro National Park
United States - Connecticut,4,2009-03-28,32.2353,-110.824,32.2967,-111.167,Saguaro National Park
United States - Florida,5,2016-07-25,32.2353,-110.824,32.2967,-111.167,Saguaro National Park
United States - Georgia,3,2016-09-04,32.2353,-110.824,32.2967,-111.167,Saguaro National Park
United States - Illinois,4,2013-08-12,32.2353,-110.824,32.2967,-111.167,Saguaro National Park
United States - Indiana,4,2009-03-19,32.2353,-110.824,32.2967,-111.167,Saguaro National Park
United States - Iowa,1,2006-03-28,32.2353,-110.824,32.2967,-111.167,Saguaro National Park
United States - Kansas,2,2015-01-11,32.2353,-110.824,32.2967,-111.167,Saguaro National Park
United States - Louisiana,2,2011-03-04,32.2353,-110.824,32.2967,-111.167,Saguaro National Park
United States - Maine,4,2008-02-28,32.2353,-110.824,32.2967,-111.167,Saguaro National Park
United States - Maryland,3,2009-03-23,32.2353,-110.824,32.2967,-111.167,Saguaro National Park
United States - Massachusetts,4,2012-03-22,32.2353,-110.824,32.2967,-111.167,Saguaro National Park
United States - Michigan,5,2010-03-15,32.2353,-110.824,32.2967,-111.167,Saguaro National Park
United States - Missouri,3,2007-03-22,32.2353,-110.824,32.2967,-111.167,Saguaro National Park
United States - Nevada,3,2017-10-22,32.2353,-110.824,32.2967,-111.167,Saguaro National Park
United States - New Hampshire,3,2010-03-07,32.2353,-110.824,32.2967,-111.167,Saguaro National Park
United States - New Jersey,4,2009-03-21,32.2353,-110.824,32.2967,-111.167,Saguaro National Park
United States - New Mexico,2,2016-05-31,32.2353,-110.824,32.2967,-111.167,Saguaro National Park
United States - New York,4,2011-03-02,32.2353,-110.824,32.2967,-111.167,Saguaro National Park
United States - North Carolina,5,2016-04-11,32.2353,-110.824,32.2967,-111.167,Saguaro National Park
United States - Ohio,4,2012-01-21,32.2353,-110.824,32.2967,-111.167,Saguaro National Park
United States - Oklahoma,5,2009-03-26,32.2353,-110.824,32.2967,-111.167,Saguaro National Park
United States - Oregon,3,2018-06-05,32.2353,-110.824,32.2967,-111.167,Saguaro National Park
United States - Pennsylvania,5,2010-03-06,32.2353,-110.824,32.2967,-111.167,Saguaro National Park
United States - South Carolina,4,2012-02-13,32.2353,-110.824,32.2967,-111.167,Saguaro National Park
United States - Tennessee,1,2013-04-29,32.2353,-110.824,32.2967,-111.167,Saguaro National Park
United States - Texas,6,2017-11-17,32.2353,-110.824,32.2967,-111.167,Saguaro National Park
United States - Virginia,5,2007-03-19,32.2353,-110.824,32.2967,-111.167,Saguaro National Park
United States - Washington,3,2013-03-03,32.2353,-110.824,32.2967,-111.167,Saguaro National Park
United States - Wisconsin,4,2012-04-20,32.2353,-110.824,32.2967,-111.167,Saguaro National Park
United States - Arizona,6,2012-04-17,32.2614,-110.978,32.2967,-111.167,Saguaro National Park
United States - Arkansas,3,2012-04-19,32.2614,-110.978,32.2967,-111.167,Saguaro National Park
United States - California,6,2014-11-18,32.2614,-110.978,32.2967,-111.167,Saguaro National Park
United States - Colorado,5,2011-02-28,32.2614,-110.978,32.2967,-111.167,Saguaro National Park
United States - Connecticut,4,2009-03-23,32.2614,-110.978,32.2967,-111.167,Saguaro National Park
United States - Florida,5,2014-06-26,32.2614,-110.978,32.2967,-111.167,Saguaro National Park
United States - Georgia,3,2016-09-08,32.2614,-110.978,32.2967,-111.167,Saguaro National Park
United States - Illinois,4,2013-09-02,32.2614,-110.978,32.2967,-111.167,Saguaro National Park
United States - Indiana,4,2009-03-19,32.2614,-110.978,32.2967,-111.167,Saguaro National Park
United States - Iowa,1,2017-07-16,32.2614,-110.978,32.2967,-111.167,Saguaro National Park
United States - Kansas,2,2015-10-12,32.2614,-110.978,32.2967,-111.167,Saguaro National Park
United States - Louisiana,2,2016-04-04,32.2614,-110.978,32.2967,-111.167,Saguaro National Park
United States - Maine,4,2008-02-28,32.2614,-110.978,32.2967,-111.167,Saguaro National Park
United States - Maryland,3,2009-03-24,32.2614,-110.978,32.2967,-111.167,Saguaro National Park
United States - Massachusetts,4,2012-03-20,32.2614,-110.978,32.2967,-111.167,Saguaro National Park
United States - Michigan,5,2010-03-13,32.2614,-110.978,32.2967,-111.167,Saguaro National Park
United States - Missouri,3,2017-08-21,32.2614,-110.978,32.2967,-111.167,Saguaro National Park
United States - Nevada,3,2008-02-29,32.2614,-110.978,32.2967,-111.167,Saguaro National Park
United States - New Hampshire,3,2010-03-11,32.2614,-110.978,32.2967,-111.167,Saguaro National Park
United States - New Jersey,4,2009-03-26,32.2614,-110.978,32.2967,-111.167,Saguaro National Park
United States - New Mexico,1,2015-03-17,32.2614,-110.978,32.2967,-111.167,Saguaro National Park
United States - New York,4,2011-03-02,32.2614,-110.978,32.2967,-111.167,Saguaro National Park
United States - North Carolina,5,2011-03-06,32.2614,-110.978,32.2967,-111.167,Saguaro National Park
United States - Ohio,4,2012-04-19,32.2614,-110.978,32.2967,-111.167,Saguaro National Park
United States - Oklahoma,5,2009-03-26,32.2614,-110.978,32.2967,-111.167,Saguaro National Park
United States - Oregon,3,2018-06-04,32.2614,-110.978,32.2967,-111.167,Saguaro National Park
United States - Pennsylvania,5,2010-03-06,32.2614,-110.978,32.2967,-111.167,Saguaro National Park
United States - South Carolina,4,2013-03-10,32.2614,-110.978,32.2967,-111.167,Saguaro National Park
United States - Tennessee,1,2013-09-20,32.2614,-110.978,32.2967,-111.167,Saguaro National Park
United States - Texas,6,2017-11-20,32.2614,-110.978,32.2967,-111.167,Saguaro National Park
United States - Virginia,5,2007-03-20,32.2614,-110.978,32.2967,-111.167,Saguaro National Park
United States - Washington,3,2011-02-25,32.2614,-110.978,32.2967,-111.167,Saguaro National Park
United States - Wisconsin,4,2012-03-17,32.2614,-110.978,32.2967,-111.167,Saguaro National Park
United States - Arizona,6,2012-03-22,32.2575,-111.071,32.2967,-111.167,Saguaro National Park
United States - Arkansas,3,2012-03-22,32.2575,-111.071,32.2967,-111.167,Saguaro National Park
United States - California,6,2014-10-04,32.2575,-111.071,32.2967,-111.167,Saguaro National Park
United States - Colorado,5,2010-03-03,32.2575,-111.071,32.2967,-111.167,Saguaro National Park
United States - Connecticut,4,2010-03-09,32.2575,-111.071,32.2967,-111.167,Saguaro National Park
United States - Florida,5,2014-03-27,32.2575,-111.071,32.2967,-111.167,Saguaro National Park
United States - Georgia,3,2016-09-18,32.2575,-111.071,32.2967,-111.167,Saguaro National Park
United States - Illinois,4,2016-10-03,32.2575,-111.071,32.2967,-111.167,Saguaro National Park
United States - Indiana,4,2009-03-19,32.2575,-111.071,32.2967,-111.167,Saguaro National Park
United States - Iowa,1,2010-03-06,32.2575,-111.071,32.2967,-111.167,Saguaro National Park
United States - Kansas,2,2016-02-10,32.2575,-111.071,32.2967,-111.167,Saguaro National Park
United States - Louisiana,2,2015-11-05,32.2575,-111.071,32.2967,-111.167,Saguaro National Park
United States - Maine,4,2008-03-05,32.2575,-111.071,32.2967,-111.167,Saguaro National Park
United States - Maryland,3,2009-03-24,32.2575,-111.071,32.2967,-111.167,Saguaro National Park
United States - Massachusetts,4,2012-03-20,32.2575,-111.071,32.2967,-111.167,Saguaro National Park
United States - Michigan,5,2010-03-08,32.2575,-111.071,32.2967,-111.167,Saguaro National Park
United States - Missouri,3,2013-05-02,32.2575,-111.071,32.2967,-111.167,Saguaro National Park
United States - Nevada,3,2007-03-08,32.2575,-111.071,32.2967,-111.167,Saguaro National Park
United States - New Hampshire,3,2013-01-10,32.2575,-111.071,32.2967,-111.167,Saguaro National Park
United States - New Jersey,4,2010-03-09,32.2575,-111.071,32.2967,-111.167,Saguaro National Park
United States - New Mexico,1,2011-03-29,32.2575,-111.071,32.2967,-111.167,Saguaro National Park
United States - New York,4,2010-03-05,32.2575,-111.071,32.2967,-111.167,Saguaro National Park
United States - North Carolina,5,2013-05-30,32.2575,-111.071,32.2967,-111.167,Saguaro National Park
United States - Ohio,4,2012-04-18,32.2575,-111.071,32.2967,-111.167,Saguaro National Park
United States - Oklahoma,5,2009-03-28,32.2575,-111.071,32.2967,-111.167,Saguaro National Park
United States - Oregon,3,2018-09-28,32.2575,-111.071,32.2967,-111.167,Saguaro National Park
United States - Pennsylvania,5,2009-03-21,32.2575,-111.071,32.2967,-111.167,Saguaro National Park
United States - South Carolina,4,2013-03-10,32.2575,-111.071,32.2967,-111.167,Saguaro National Park
United States - Tennessee,-999,2014-06-01,32.2575,-111.071,32.2967,-111.167,Saguaro National Park
United States - Texas,6,2017-09-24,32.2575,-111.071,32.2967,-111.167,Saguaro National Park
United States - Virginia,5,2007-03-20,32.2575,-111.071,32.2967,-111.167,Saguaro National Park
United States - Washington,3,2011-03-02,32.2575,-111.071,32.2967,-111.167,Saguaro National Park
United States - Wisconsin,4,2012-02-12,32.2575,-111.071,32.2967,-111.167,Saguaro National Park
United States - Arizona,6,2012-03-21,32.1156,-111.113,32.2967,-111.167,Saguaro National Park
United States - Arkansas,3,2012-03-14,32.1156,-111.113,32.2967,-111.167,Saguaro National Park
United States - California,6,2014-08-23,32.1156,-111.113,32.2967,-111.167,Saguaro National Park
United States - Colorado,5,2010-03-04,32.1156,-111.113,32.2967,-111.167,Saguaro National Park
United States - Connecticut,4,2010-03-09,32.1156,-111.113,32.2967,-111.167,Saguaro National Park
United States - Florida,5,2014-05-04,32.1156,-111.113,32.2967,-111.167,Saguaro National Park
United States - Georgia,3,2016-09-07,32.1156,-111.113,32.2967,-111.167,Saguaro National Park
United States - Illinois,4,2015-01-15,32.1156,-111.113,32.2967,-111.167,Saguaro National Park
United States - Indiana,4,2009-03-19,32.1156,-111.113,32.2967,-111.167,Saguaro National Park
United States - Iowa,1,2017-12-14,32.1156,-111.113,32.2967,-111.167,Saguaro National Park
United States - Kansas,2,2015-03-13,32.1156,-111.113,32.2967,-111.167,Saguaro National Park
United States - Louisiana,2,2015-06-12,32.1156,-111.113,32.2967,-111.167,Saguaro National Park
United States - Maine,4,2016-03-30,32.1156,-111.113,32.2967,-111.167,Saguaro National Park
United States - Maryland,3,2009-03-24,32.1156,-111.113,32.2967,-111.167,Saguaro National Park
United States - Massachusetts,4,2016-03-30,32.1156,-111.113,32.2967,-111.167,Saguaro National Park
United States - Michigan,5,2010-03-08,32.1156,-111.113,32.2967,-111.167,Saguaro National Park
United States - Missouri,3,2013-02-07,32.1156,-111.113,32.2967,-111.167,Saguaro National Park
United States - Nevada,3,2012-01-14,32.1156,-111.113,32.2967,-111.167,Saguaro National Park
United States - New Hampshire,3,2011-02-23,32.1156,-111.113,32.2967,-111.167,Saguaro National Park
United States - New Jersey,4,2010-03-16,32.1156,-111.113,32.2967,-111.167,Saguaro National Park
United States - New Mexico,-999,2014-01-31,32.1156,-111.113,32.2967,-111.167,Saguaro National Park
United States - New York,4,2011-03-03,32.1156,-111.113,32.2967,-111.167,Saguaro National Park
United States - North Carolina,5,2011-02-25,32.1156,-111.113,32.2967,-111.167,Saguaro National Park
United States - Ohio,4,2017-02-26,32.1156,-111.113,32.2967,-111.167,Saguaro National Park
United States - Oklahoma,5,2009-03-25,32.1156,-111.113,32.2967,-111.167,Saguaro National Park
United States - Oregon,3,2018-09-02,32.1156,-111.113,32.2967,-111.167,Saguaro National Park
United States - Pennsylvania,5,2009-03-21,32.1156,-111.113,32.2967,-111.167,Saguaro National Park
United States - South Carolina,4,2016-02-19,32.1156,-111.113,32.2967,-111.167,Saguaro National Park
United States - Tennessee,-9999,2014-03-29,32.1156,-111.113,32.2967,-111.167,Saguaro National Park
United States - Texas,6,2017-09-20,32.1156,-111.113,32.2967,-111.167,Saguaro National Park
United States - Virginia,5,2007-03-21,32.1156,-111.113,32.2967,-111.167,Saguaro National Park
United States - Washington,3,2011-03-06,32.1156,-111.113,32.2967,-111.167,Saguaro National Park
United States - Wisconsin,4,2012-03-13,32.1156,-111.113,32.2967,-111.167,Saguaro National Park
United States - Arizona,6,2012-03-21,32.2751,-110.927,32.2967,-111.167,Saguaro National Park
United States - Arkansas,3,2012-04-11,32.2751,-110.927,32.2967,-111.167,Saguaro National Park
United States - California,6,2014-08-23,32.2751,-110.927,32.2967,-111.167,Saguaro National Park
United States - Colorado,5,2010-03-04,32.2751,-110.927,32.2967,-111.167,Saguaro National Park
United States - Connecticut,4,2010-03-09,32.2751,-110.927,32.2967,-111.167,Saguaro National Park
United States - Florida,5,2015-10-06,32.2751,-110.927,32.2967,-111.167,Saguaro National Park
United States - Georgia,3,2015-01-15,32.2751,-110.927,32.2967,-111.167,Saguaro National Park
United States - Illinois,4,2015-01-15,32.2751,-110.927,32.2967,-111.167,Saguaro National Park
United States - Indiana,4,2009-03-19,32.2751,-110.927,32.2967,-111.167,Saguaro National Park
United States - Iowa,1,2017-12-18,32.2751,-110.927,32.2967,-111.167,Saguaro National Park
United States - Kansas,2,2015-03-19,32.2751,-110.927,32.2967,-111.167,Saguaro National Park
United States - Louisiana,2,2015-02-10,32.2751,-110.927,32.2967,-111.167,Saguaro National Park
United States - Maine,4,2013-03-09,32.2751,-110.927,32.2967,-111.167,Saguaro National Park
United States - Maryland,3,2009-03-24,32.2751,-110.927,32.2967,-111.167,Saguaro National Park
United States - Massachusetts,4,2013-02-01,32.2751,-110.927,32.2967,-111.167,Saguaro National Park
United States - Michigan,5,2010-03-08,32.2751,-110.927,32.2967,-111.167,Saguaro National Park
United States - Missouri,3,2012-02-02,32.2751,-110.927,32.2967,-111.167,Saguaro National Park
United States - Nevada,3,2008-03-02,32.2751,-110.927,32.2967,-111.167,Saguaro National Park
United States - New Hampshire,3,2011-03-24,32.2751,-110.927,32.2967,-111.167,Saguaro National Park
United States - New Jersey,4,2006-03-22,32.2751,-110.927,32.2967,-111.167,Saguaro National Park
United States - New Mexico,-9999,2014-01-26,32.2751,-110.927,32.2967,-111.167,Saguaro National Park
United States - New York,4,2010-03-04,32.2751,-110.927,32.2967,-111.167,Saguaro National Park
United States - North Carolina,5,2011-02-25,32.2751,-110.927,32.2967,-111.167,Saguaro National Park
United States - Ohio,4,2008-02-29,32.2751,-110.927,32.2967,-111.167,Saguaro National Park
United States - Oklahoma,5,2009-03-25,32.2751,-110.927,32.2967,-111.167,Saguaro National Park
United States - Oregon,3,2018-09-07,32.2751,-110.927,32.2967,-111.167,Saguaro National Park
United States - Pennsylvania,5,2009-03-21,32.2751,-110.927,32.2967,-111.167,Saguaro National Park
United States - South Carolina,4,2015-05-18,32.2751,-110.927,32.2967,-111.167,Saguaro National Park
United States - Tennessee,-9999,2007-03-14,32.2751,-110.927,32.2967,-111.167,Saguaro National Park
United States - Texas,6,2017-10-14,32.2751,-110.927,32.2967,-111.167,Saguaro National Park
United States - Virginia,5,2007-03-21,32.2751,-110.927,32.2967,-111.167,Saguaro National Park
United States - Washington,3,2011-03-02,32.2751,-110.927,32.2967,-111.167,Saguaro National Park
United States - Wisconsin,4,2012-02-16,32.2751,-110.927,32.2967,-111.167,Saguaro National Park
United States - Arizona,6,2012-04-17,32.0422,-110.745,32.2967,-111.167,Saguaro National Park
United States - Arkansas,3,2014-03-21,32.0422,-110.745,32.2967,-111.167,Saguaro National Park
United States - California,6,2014-09-11,32.0422,-110.745,32.2967,-111.167,Saguaro National Park
United States - Colorado,5,2016-04-08,32.0422,-110.745,32.2967,-111.167,Saguaro National Park
United States - Connecticut,4,2010-03-19,32.0422,-110.745,32.2967,-111.167,Saguaro National Park
United States - Florida,5,2009-03-29,32.0422,-110.745,32.2967,-111.167,Saguaro National Park
United States - Georgia,3,2007-03-09,32.0422,-110.745,32.2967,-111.167,Saguaro National Park
United States - Illinois,3,2015-01-15,32.0422,-110.745,32.2967,-111.167,Saguaro National Park
United States - Indiana,4,2009-03-19,32.0422,-110.745,32.2967,-111.167,Saguaro National Park
United States - Iowa,1,2006-03-27,32.0422,-110.745,32.2967,-111.167,Saguaro National Park
United States - Kansas,2,2017-09-12,32.0422,-110.745,32.2967,-111.167,Saguaro National Park
United States - Louisiana,1,2015-03-20,32.0422,-110.745,32.2967,-111.167,Saguaro National Park
United States - Maine,4,2012-03-19,32.0422,-110.745,32.2967,-111.167,Saguaro National Park
United States - Maryland,3,2008-03-03,32.0422,-110.745,32.2967,-111.167,Saguaro National Park
United States - Massachusetts,4,2010-03-09,32.0422,-110.745,32.2967,-111.167,Saguaro National Park
United States - Michigan,5,2010-03-06,32.0422,-110.745,32.2967,-111.167,Saguaro National Park
United States - Missouri,3,2013-05-08,32.0422,-110.745,32.2967,-111.167,Saguaro National Park
United States - Nevada,3,2007-03-22,32.0422,-110.745,32.2967,-111.167,Saguaro National Park
United States - New Hampshire,3,2016-01-06,32.0422,-110.745,32.2967,-111.167,Saguaro National Park
United States - New Jersey,4,2007-03-27,32.0422,-110.745,32.2967,-111.167,Saguaro National Park
United States - New Mexico,-9999,2010-03-10,32.0422,-110.745,32.2967,-111.167,Saguaro National Park
United States - New York,4,2012-03-11,32.0422,-110.745,32.2967,-111.167,Saguaro National Park
United States - North Carolina,5,2010-03-14,32.0422,-110.745,32.2967,-111.167,Saguaro National Park
United States - Ohio,4,2007-03-08,32.0422,-110.745,32.2967,-111.167,Saguaro National Park
United States - Oklahoma,5,2010-03-16,32.0422,-110.745,32.2967,-111.167,Saguaro National Park
United States - Oregon,3,2016-03-03,32.0422,-110.745,32.2967,-111.167,Saguaro National Park
United States - Pennsylvania,5,2010-03-13,32.0422,-110.745,32.2967,-111.167,Saguaro National Park
United States - South Carolina,4,2011-03-06,32.0422,-110.745,32.2967,-111.167,Saguaro National Park
United States - Tennessee,-9999,2008-03-07,32.0422,-110.745,32.2967,-111.167,Saguaro National Park
United States - Texas,6,2017-09-16,32.0422,-110.745,32.2967,-111.167,Saguaro National Park
United States - Virginia,5,2011-03-03,32.0422,-110.745,32.2967,-111.167,Saguaro National Park
United States - Washington,3,2015-03-24,32.0422,-110.745,32.2967,-111.167,Saguaro National Park
United States - Wisconsin,4,2010-03-10,32.0422,-110.745,32.2967,-111.167,Saguaro National Park
United States - Arizona,6,2014-01-19,32.2557,-110.87700000000001,32.2967,-111.167,Saguaro National Park
United States - Arkansas,3,2014-03-25,32.2557,-110.87700000000001,32.2967,-111.167,Saguaro National Park
United States - California,6,2014-12-29,32.2557,-110.87700000000001,32.2967,-111.167,Saguaro National Park
United States - Colorado,5,2016-03-06,32.2557,-110.87700000000001,32.2967,-111.167,Saguaro National Park
United States - Connecticut,4,2006-03-29,32.2557,-110.87700000000001,32.2967,-111.167,Saguaro National Park
United States - Florida,5,2017-11-20,32.2557,-110.87700000000001,32.2967,-111.167,Saguaro National Park
United States - Georgia,3,2017-11-10,32.2557,-110.87700000000001,32.2967,-111.167,Saguaro National Park
United States - Illinois,3,2015-02-09,32.2557,-110.87700000000001,32.2967,-111.167,Saguaro National Park
United States - Indiana,4,2009-03-19,32.2557,-110.87700000000001,32.2967,-111.167,Saguaro National Park
United States - Iowa,1,2014-03-08,32.2557,-110.87700000000001,32.2967,-111.167,Saguaro National Park
United States - Kansas,2,2017-01-25,32.2557,-110.87700000000001,32.2967,-111.167,Saguaro National Park
United States - Louisiana,1,2013-05-06,32.2557,-110.87700000000001,32.2967,-111.167,Saguaro National Park
United States - Maine,4,2011-03-02,32.2557,-110.87700000000001,32.2967,-111.167,Saguaro National Park
United States - Maryland,3,2011-03-06,32.2557,-110.87700000000001,32.2967,-111.167,Saguaro National Park
United States - Massachusetts,4,2010-03-11,32.2557,-110.87700000000001,32.2967,-111.167,Saguaro National Park
United States - Michigan,5,2010-03-07,32.2557,-110.87700000000001,32.2967,-111.167,Saguaro National Park
United States - Missouri,3,2012-02-16,32.2557,-110.87700000000001,32.2967,-111.167,Saguaro National Park
United States - Nevada,3,2008-03-05,32.2557,-110.87700000000001,32.2967,-111.167,Saguaro National Park
United States - New Hampshire,3,2015-12-06,32.2557,-110.87700000000001,32.2967,-111.167,Saguaro National Park
United States - New Jersey,4,2007-03-30,32.2557,-110.87700000000001,32.2967,-111.167,Saguaro National Park
United States - New Mexico,-9999,2011-02-24,32.2557,-110.87700000000001,32.2967,-111.167,Saguaro National Park
United States - New York,4,2013-03-04,32.2557,-110.87700000000001,32.2967,-111.167,Saguaro National Park
United States - North Carolina,5,2010-03-06,32.2557,-110.87700000000001,32.2967,-111.167,Saguaro National Park
United States - Ohio,4,2012-02-12,32.2557,-110.87700000000001,32.2967,-111.167,Saguaro National Park
United States - Oklahoma,5,2006-03-25,32.2557,-110.87700000000001,32.2967,-111.167,Saguaro National Park
United States - Oregon,3,2016-03-03,32.2557,-110.87700000000001,32.2967,-111.167,Saguaro National Park
United States - Pennsylvania,5,2009-03-18,32.2557,-110.87700000000001,32.2967,-111.167,Saguaro National Park
United States - South Carolina,4,2013-03-06,32.2557,-110.87700000000001,32.2967,-111.167,Saguaro National Park
United States - Tennessee,-9999,2018-04-13,32.2557,-110.87700000000001,32.2967,-111.167,Saguaro National Park
United States - Texas,6,2007-03-18,32.2557,-110.87700000000001,32.2967,-111.167,Saguaro National Park
United States - Virginia,5,2013-01-03,32.2557,-110.87700000000001,32.2967,-111.167,Saguaro National Park
United States - Washington,3,2015-10-11,32.2557,-110.87700000000001,32.2967,-111.167,Saguaro National Park
United States - Wisconsin,4,2017-09-13,32.2557,-110.87700000000001,32.2967,-111.167,Saguaro National Park
